image_id,category_id,category_name,correlation
2008_006503,2,bird,0.20562993846404568
2008_006506,6,car,-0.013958366445490172
2008_006509,15,pottedplant,0.2526960976719763
2008_006511,11,dog,0.7131492615179222
2008_006512,7,cat,0.07261284241852692
2008_006517,13,motorbike,0.16248053030233528
2008_006519,1,bicycle,0.5188389746559305
2008_006519,14,person,0.5188389746559305
2008_006520,7,cat,0.7370678925757393
2008_006522,6,car,-0.01629933408914868
2008_006523,18,train,0.5786507490165634
2008_006524,15,pottedplant,0.1286046616484574
2008_006526,6,car,0.5173865786887573
2008_006526,14,person,0.5173865786887573
2008_006526,13,motorbike,0.5173865786887573
2008_006528,9,cow,0.6618518281519609
2008_006530,5,bus,0.07599829712713509
2008_006530,14,person,0.07599829712713509
2008_006534,15,pottedplant,0.30045850216227254
2008_006538,6,car,0.5108407774667634
2008_006538,14,person,0.5108407774667634
2008_006540,0,aeroplane,0.5360355366069184
2008_006540,14,person,0.5360355366069184
2008_006543,4,bottle,0.32841651886830103
2008_006543,15,pottedplant,0.32841651886830103
2008_006543,17,sofa,0.32841651886830103
2008_006546,11,dog,0.6861549414875466
2008_006547,9,cow,0.4963400417069095
2008_006548,0,aeroplane,0.7365472083622009
2008_006549,14,person,0.7694756847575912
2008_006549,13,motorbike,0.7694756847575912
2008_006553,18,train,0.7343839913402312
2008_006554,5,bus,0.5772032344178611
2008_006554,14,person,0.5772032344178611
2008_006558,4,bottle,0.6950600246093395
2008_006561,7,cat,0.31529213948261486
2008_006562,15,pottedplant,0.25293193782476675
2008_006562,6,car,0.25293193782476675
2008_006564,0,aeroplane,0.82417570933108
2008_006566,2,bird,0.6085440101097208
2008_006567,14,person,0.7144177623920158
2008_006567,13,motorbike,0.7144177623920158
2008_006568,11,dog,0.2653426510111466
2008_006570,14,person,0.5696399097707682
2008_006570,16,sheep,0.5696399097707682
2008_006576,7,cat,0.5580313761596725
2008_006576,17,sofa,0.5580313761596725
2008_006578,11,dog,0.5428311560869591
2008_006579,1,bicycle,0.4183959644018009
2008_006585,4,bottle,0.13052453441787742
2008_006586,3,boat,0.2519491363968605
2008_006586,14,person,0.2519491363968605
2008_006587,11,dog,0.6939514857974952
2008_006588,8,chair,0.13184206298480727
2008_006588,14,person,0.13184206298480727
2008_006588,10,diningtable,0.13184206298480727
2008_006591,19,tvmonitor,0.222920640237306
2008_006598,2,bird,0.08834016367502642
2008_006599,7,cat,0.36018800607806906
2008_006600,14,person,0.1499975754172797
2008_006600,6,car,0.1499975754172797
2008_006600,13,motorbike,0.1499975754172797
2008_006602,11,dog,0.6581711552208197
2008_006604,0,aeroplane,0.733691849683991
2008_006605,4,bottle,0.2683805090590395
2008_006605,19,tvmonitor,0.2683805090590395
2008_006606,8,chair,0.4154406528717412
2008_006606,19,tvmonitor,0.4154406528717412
2008_006609,7,cat,0.4197263676992997
2008_006609,14,person,0.4197263676992997
2008_006610,14,person,0.4290426221479771
2008_006610,2,bird,0.4290426221479771
2008_006611,8,chair,0.520393961619611
2008_006611,15,pottedplant,0.520393961619611
2008_006611,14,person,0.520393961619611
2008_006611,10,diningtable,0.520393961619611
2008_006613,12,horse,0.5983283171269994
2008_006613,14,person,0.5983283171269994
2008_006614,11,dog,0.6369559157549012
2008_006616,17,sofa,0.5742343521062249
2008_006616,11,dog,0.5742343521062249
2008_006616,14,person,0.5742343521062249
2008_006617,19,tvmonitor,0.7640986457011546
2008_006619,0,aeroplane,0.8196623245572969
2008_006621,0,aeroplane,0.7690837197654988
2008_006623,0,aeroplane,0.8042572839294884
2008_006624,8,chair,0.4980815585452153
2008_006624,19,tvmonitor,0.4980815585452153
2008_006624,15,pottedplant,0.4980815585452153
2008_006625,8,chair,0.3444931579505928
2008_006625,14,person,0.3444931579505928
2008_006625,10,diningtable,0.3444931579505928
2008_006626,2,bird,0.3936238893626258
2008_006629,7,cat,0.6295944171964143
2008_006631,0,aeroplane,0.5219974326834099
2008_006631,14,person,0.5219974326834099
2008_006634,6,car,0.34831509843638747
2008_006635,6,car,0.6148828057170421
2008_006635,5,bus,0.6148828057170421
2008_006635,14,person,0.6148828057170421
2008_006637,0,aeroplane,0.6948082540307929
2008_006638,6,car,0.6450351145258877
2008_006641,4,bottle,0.5123960419495494
2008_006642,1,bicycle,0.47957774538807013
2008_006642,6,car,0.47957774538807013
2008_006642,14,person,0.47957774538807013
2008_006645,1,bicycle,0.7289643934553406
2008_006646,12,horse,0.3156552537674815
2008_006646,14,person,0.3156552537674815
2008_006649,6,car,0.29577639978378906
2008_006650,12,horse,0.60110563348531
2008_006650,14,person,0.60110563348531
2008_006654,3,boat,0.27564601495424396
2008_006655,18,train,0.5681673479418208
2008_006656,7,cat,0.2786925151571448
2008_006657,4,bottle,-0.0852097197640497
2008_006657,7,cat,-0.0852097197640497
2008_006657,14,person,-0.0852097197640497
2008_006660,8,chair,0.5011318579253476
2008_006660,17,sofa,0.5011318579253476
2008_006662,19,tvmonitor,0.2520629910100372
2008_006663,4,bottle,0.4997475098334479
2008_006663,14,person,0.4997475098334479
2008_006663,10,diningtable,0.4997475098334479
2008_006665,8,chair,0.38312993765904085
2008_006665,17,sofa,0.38312993765904085
2008_006667,2,bird,0.3852941266230134
2008_006668,19,tvmonitor,0.6577425033847619
2008_006671,0,aeroplane,0.6914566380146234
2008_006677,0,aeroplane,0.588420800220308
2008_006682,11,dog,0.7631971500797039
2008_006684,8,chair,0.5678573870616475
2008_006684,14,person,0.5678573870616475
2008_006686,13,motorbike,0.5052283758871956
2008_006690,7,cat,0.3078580321280959
2008_006691,8,chair,0.24295914575690483
2008_006691,6,car,0.24295914575690483
2008_006692,3,boat,0.4171331689699719
2008_006692,14,person,0.4171331689699719
2008_006694,6,car,0.4137823634790208
2008_006696,8,chair,0.5677272586383129
2008_006700,0,aeroplane,0.6462890124139921
2008_006701,4,bottle,0.8069002057047234
2008_006701,15,pottedplant,0.8069002057047234
2008_006703,0,aeroplane,0.4714828727218177
2008_006705,14,person,0.6578203498262442
2008_006705,10,diningtable,0.6578203498262442
2008_006708,14,person,0.6544166857986047
2008_006708,13,motorbike,0.6544166857986047
2008_006710,4,bottle,0.26251117087437087
2008_006710,8,chair,0.26251117087437087
2008_006710,19,tvmonitor,0.26251117087437087
2008_006710,14,person,0.26251117087437087
2008_006712,4,bottle,0.3764894232033373
2008_006712,8,chair,0.3764894232033373
2008_006714,14,person,0.4777684756166947
2008_006714,6,car,0.4777684756166947
2008_006715,2,bird,0.4809807872500703
2008_006716,11,dog,0.48905298013536963
2008_006716,14,person,0.48905298013536963
2008_006717,11,dog,0.6826087420285046
2008_006718,6,car,0.6133549664234896
2008_006719,4,bottle,0.37335754524974535
2008_006719,8,chair,0.37335754524974535
2008_006719,19,tvmonitor,0.37335754524974535
2008_006719,17,sofa,0.37335754524974535
2008_006720,3,boat,0.09498533632152262
2008_006722,11,dog,0.5589745185776468
2008_006722,14,person,0.5589745185776468
2008_006724,11,dog,0.7491856430261183
2008_006728,7,cat,0.23275979681816417
2008_006730,3,boat,0.5962197352288126
2008_006730,14,person,0.5962197352288126
2008_006731,4,bottle,0.10444697892229136
2008_006731,14,person,0.10444697892229136
2008_006732,14,person,0.6150367609948482
2008_006733,8,chair,0.529436301505641
2008_006733,19,tvmonitor,0.529436301505641
2008_006733,14,person,0.529436301505641
2008_006737,17,sofa,0.4342468198902779
2008_006743,11,dog,0.7631082488561908
2008_006746,7,cat,0.4406150598048648
2008_006747,3,boat,0.17173817467251268
2008_006748,5,bus,0.6464790191097025
2008_006750,4,bottle,0.7558790760068944
2008_006750,8,chair,0.7558790760068944
2008_006750,14,person,0.7558790760068944
2008_006750,10,diningtable,0.7558790760068944
2008_006751,15,pottedplant,0.6538458623249568
2008_006752,18,train,0.5980667926889635
2008_006753,7,cat,0.3066583977783869
2008_006758,12,horse,0.6073455815647135
2008_006758,14,person,0.6073455815647135
2008_006761,0,aeroplane,0.43923509652441606
2008_006761,14,person,0.43923509652441606
2008_006762,14,person,0.6610789315615825
2008_006762,6,car,0.6610789315615825
2008_006764,2,bird,0.49703699895593
2008_006765,7,cat,-0.08055408201334963
2008_006767,3,boat,0.15775755515319634
2008_006773,19,tvmonitor,0.47126331864313953
2008_006773,17,sofa,0.47126331864313953
2008_006774,6,car,0.7044947022970092
2008_006776,14,person,0.6969193050920901
2008_006776,13,motorbike,0.6969193050920901
2008_006777,0,aeroplane,0.6957163623823994
2008_006778,0,aeroplane,0.05588118614499815
2008_006779,12,horse,0.6205357886225525
2008_006779,14,person,0.6205357886225525
2008_006781,7,cat,0.5567515830088846
2008_006784,17,sofa,0.5825855855019659
2008_006785,7,cat,0.05844629061380719
2008_006792,4,bottle,0.40257157425139345
2008_006792,8,chair,0.40257157425139345
2008_006793,7,cat,0.45595890661014826
2008_006796,8,chair,0.4273448078769878
2008_006796,15,pottedplant,0.4273448078769878
2008_006796,14,person,0.4273448078769878
2008_006796,10,diningtable,0.4273448078769878
2008_006797,12,horse,0.6454892442432282
2008_006798,11,dog,0.6825111950484007
2008_006798,14,person,0.6825111950484007
2008_006800,14,person,0.6305768776129526
2008_006800,6,car,0.6305768776129526
2008_006802,2,bird,0.18563944530288146
2008_006807,1,bicycle,0.5615510381508801
2008_006807,15,pottedplant,0.5615510381508801
2008_006807,14,person,0.5615510381508801
2008_006808,4,bottle,0.2496908665472123
2008_006808,8,chair,0.2496908665472123
2008_006808,11,dog,0.2496908665472123
2008_006808,10,diningtable,0.2496908665472123
2008_006810,7,cat,-0.023678645397589744
2008_006811,11,dog,0.4718046256289652
2008_006813,1,bicycle,0.5019849610113973
2008_006813,14,person,0.5019849610113973
2008_006815,4,bottle,0.6974290180497903
2008_006816,15,pottedplant,0.3565207587859267
2008_006816,14,person,0.3565207587859267
2008_006817,7,cat,0.6840659470330893
2008_006818,18,train,0.6871013763190514
2008_006818,14,person,0.6871013763190514
2008_006819,6,car,0.5184193068712719
2008_006820,15,pottedplant,-0.028785352611335822
2008_006820,14,person,-0.028785352611335822
2008_006824,3,boat,0.5205633991637848
2008_006824,14,person,0.5205633991637848
2008_006825,3,boat,0.6461276728225197
2008_006825,11,dog,0.6461276728225197
2008_006825,14,person,0.6461276728225197
2008_006827,9,cow,0.5628743296985799
2008_006827,6,car,0.5628743296985799
2008_006828,8,chair,0.41995598560213065
2008_006828,15,pottedplant,0.41995598560213065
2008_006831,3,boat,0.709836999216375
2008_006832,0,aeroplane,0.18017088881251117
2008_006833,14,person,0.45731619539570273
2008_006833,3,boat,0.45731619539570273
2008_006833,6,car,0.45731619539570273
2008_006834,8,chair,0.529044179052031
2008_006834,14,person,0.529044179052031
2008_006835,16,sheep,0.6476708315485284
2008_006837,8,chair,0.4128106345622456
2008_006837,11,dog,0.4128106345622456
2008_006837,10,diningtable,0.4128106345622456
2008_006839,14,person,0.7305572844924241
2008_006839,6,car,0.7305572844924241
2008_006841,14,person,0.2768035707966503
2008_006841,8,chair,0.2768035707966503
2008_006841,17,sofa,0.2768035707966503
2008_006843,7,cat,0.04414599891558302
2008_006843,17,sofa,0.04414599891558302
2008_006844,6,car,0.6458084301134498
2008_006844,11,dog,0.6458084301134498
2008_006844,14,person,0.6458084301134498
2008_006847,8,chair,0.5847180372160843
2008_006847,14,person,0.5847180372160843
2008_006849,18,train,0.41170798848272433
2008_006855,1,bicycle,0.30512553733045994
2008_006855,14,person,0.30512553733045994
2008_006857,14,person,0.5631544595281355
2008_006857,13,motorbike,0.5631544595281355
2008_006863,7,cat,0.47602336053590644
2008_006863,8,chair,0.47602336053590644
2008_006863,14,person,0.47602336053590644
2008_006864,14,person,0.41536793545731016
2008_006864,15,pottedplant,0.41536793545731016
2008_006864,17,sofa,0.41536793545731016
2008_006865,18,train,0.5595202622160571
2008_006868,7,cat,0.4165085076129013
2008_006868,17,sofa,0.4165085076129013
2008_006870,11,dog,0.5123908130764848
2008_006870,14,person,0.5123908130764848
2008_006872,6,car,0.6808579093349104
2008_006872,14,person,0.6808579093349104
2008_006873,14,person,0.08386783890040866
2008_006873,2,bird,0.08386783890040866
2008_006874,14,person,0.26476569278329404
2008_006874,13,motorbike,0.26476569278329404
2008_006877,3,boat,0.24859287059898638
2008_006879,14,person,0.40275129427275913
2008_006879,13,motorbike,0.40275129427275913
2008_006880,9,cow,0.4960222777706109
2008_006880,14,person,0.4960222777706109
2008_006881,15,pottedplant,0.5884251505022009
2008_006881,14,person,0.5884251505022009
2008_006881,2,bird,0.5884251505022009
2008_006882,2,bird,0.55711411353868
2008_006885,6,car,0.6701707564443674
2008_006887,19,tvmonitor,0.050217579345192574
2008_006889,13,motorbike,0.6096290661438162
2008_006890,4,bottle,0.7459551852707431
2008_006890,14,person,0.7459551852707431
2008_006892,14,person,0.5278549428476349
2008_006892,16,sheep,0.5278549428476349
2008_006896,0,aeroplane,0.7814887101626662
2008_006898,13,motorbike,0.18575502283728443
2008_006900,18,train,0.00290369278420103
2008_006902,16,sheep,0.2728151304775705
2008_006903,3,boat,0.4710328235206103
2008_006904,9,cow,0.7456070804797198
2008_006907,6,car,0.1970361828265562
2008_006908,11,dog,0.5323187104084586
2008_006909,12,horse,0.5529872737208759
2008_006910,7,cat,0.17202291760894964
2008_006912,12,horse,0.5652749026170477
2008_006912,14,person,0.5652749026170477
2008_006919,18,train,0.6109339308580478
2008_006920,0,aeroplane,0.315239386987128
2008_006921,6,car,0.6530597314117449
2008_006923,2,bird,0.29661782935721337
2008_006924,14,person,0.6798269396279224
2008_006924,2,bird,0.6798269396279224
2008_006925,3,boat,0.6288092347310956
2008_006926,7,cat,0.6262731322070338
2008_006933,0,aeroplane,0.29143643568952465
2008_006933,14,person,0.29143643568952465
2008_006936,6,car,0.20500805260176527
2008_006939,16,sheep,0.0850130796392295
2008_006941,4,bottle,0.30044160896156025
2008_006941,14,person,0.30044160896156025
2008_006944,14,person,0.7711148172592605
2008_006944,13,motorbike,0.7711148172592605
2008_006946,19,tvmonitor,0.5232742032763407
2008_006948,19,tvmonitor,0.38876634315412056
2008_006948,17,sofa,0.38876634315412056
2008_006949,3,boat,0.6090106157564618
2008_006950,15,pottedplant,0.09153666005395593
2008_006951,0,aeroplane,0.6437938677327032
2008_006952,4,bottle,0.5585532230910455
2008_006952,17,sofa,0.5585532230910455
2008_006952,14,person,0.5585532230910455
2008_006952,10,diningtable,0.5585532230910455
2008_006953,12,horse,0.4903926771391791
2008_006953,14,person,0.4903926771391791
2008_006954,2,bird,-0.19037953392290272
2008_006956,7,cat,0.71292880802499
2008_006959,6,car,0.2243822118058556
2008_006960,14,person,0.8057445854678518
2008_006960,6,car,0.8057445854678518
2008_006961,3,boat,0.5423418669118686
2008_006961,6,car,0.5423418669118686
2008_006962,7,cat,0.6846763465360876
2008_006962,8,chair,0.6846763465360876
2008_006965,11,dog,0.44836996273190616
2008_006967,7,cat,0.6551537843547193
2008_006968,11,dog,0.7761568288745736
2008_006969,4,bottle,0.7772053169707821
2008_006969,14,person,0.7772053169707821
2008_006969,10,diningtable,0.7772053169707821
2008_006973,7,cat,0.7365115679786778
2008_006979,14,person,0.16772759151770605
2008_006979,8,chair,0.16772759151770605
2008_006979,17,sofa,0.16772759151770605
2008_006980,0,aeroplane,0.6432664768554427
2008_006981,11,dog,
2008_006986,6,car,0.7244815209215082
2008_006987,14,person,0.7523350752163881
2008_006987,13,motorbike,0.7523350752163881
2008_006989,14,person,0.48051286364957063
2008_006989,6,car,0.48051286364957063
2008_006989,13,motorbike,0.48051286364957063
2008_006991,12,horse,0.6635770702667603
2008_006991,14,person,0.6635770702667603
2008_006992,4,bottle,0.0015370172580488348
2008_006992,6,car,0.0015370172580488348
2008_006997,2,bird,0.13777604503245267
2008_006998,14,person,0.3668513314307465
2008_006999,7,cat,0.693651550272624
2008_007003,2,bird,0.719190797021425
2008_007004,12,horse,0.4554595814550746
2008_007006,8,chair,0.27593619044527906
2008_007009,9,cow,0.5705191290245516
2008_007010,19,tvmonitor,0.3673548390212594
2008_007010,17,sofa,0.3673548390212594
2008_007011,18,train,0.6047553865243503
2008_007012,11,dog,0.34172683666751136
2008_007014,9,cow,0.300121299588633
2008_007019,1,bicycle,0.73422432316785
2008_007019,14,person,0.73422432316785
2008_007021,11,dog,0.4962958351640584
2008_007021,17,sofa,0.4962958351640584
2008_007022,2,bird,0.1503363528722681
2008_007025,9,cow,0.7053350965319072
2008_007026,9,cow,0.6981019270512577
2008_007028,8,chair,0.39373743536242517
2008_007028,11,dog,0.39373743536242517
2008_007028,14,person,0.39373743536242517
2008_007030,8,chair,0.6786409106994096
2008_007031,9,cow,0.6686679725012294
2008_007032,3,boat,0.6133926324943777
2008_007032,14,person,0.6133926324943777
2008_007034,6,car,0.5570645774528034
2008_007038,19,tvmonitor,0.5650829390543144
2008_007038,14,person,0.5650829390543144
2008_007039,7,cat,0.2703578014770556
2008_007042,15,pottedplant,0.20749148808083348
2008_007043,14,person,0.505375387199897
2008_007043,17,sofa,0.505375387199897
2008_007045,11,dog,0.39102439659391247
2008_007048,8,chair,0.46683527115841267
2008_007048,10,diningtable,0.46683527115841267
2008_007050,17,sofa,0.5654789330006575
2008_007054,13,motorbike,0.6105802223625161
2008_007056,3,boat,0.6199565652913169
2008_007056,5,bus,0.6199565652913169
2008_007056,14,person,0.6199565652913169
2008_007057,11,dog,0.40382636589793897
2008_007058,4,bottle,0.6109725294926237
2008_007058,14,person,0.6109725294926237
2008_007059,7,cat,0.43703309586173045
2008_007060,6,car,0.6425240094562783
2008_007061,8,chair,0.427369874586881
2008_007061,14,person,0.427369874586881
2008_007064,6,car,0.24598670341226747
2008_007067,1,bicycle,0.48096914384850853
2008_007067,14,person,0.48096914384850853
2008_007069,16,sheep,0.4202043108295438
2008_007070,16,sheep,0.38963804367589416
2008_007073,11,dog,0.6983166042620697
2008_007075,14,person,0.37494293292519376
2008_007075,13,motorbike,0.37494293292519376
2008_007076,4,bottle,0.39865592960904983
2008_007081,11,dog,0.6580500063103865
2008_007082,7,cat,0.6638613178681796
2008_007084,18,train,0.6434982422286876
2008_007084,14,person,0.6434982422286876
2008_007085,7,cat,0.5077523470417269
2008_007085,8,chair,0.5077523470417269
2008_007086,7,cat,0.4650075803243253
2008_007090,14,person,0.5026345928551904
2008_007090,6,car,0.5026345928551904
2008_007090,13,motorbike,0.5026345928551904
2008_007091,14,person,0.5167032319628168
2008_007091,17,sofa,0.5167032319628168
2008_007095,0,aeroplane,0.1589381203717883
2008_007096,0,aeroplane,0.759421877843735
2008_007097,4,bottle,0.5922383705390738
2008_007097,8,chair,0.5922383705390738
2008_007097,19,tvmonitor,0.5922383705390738
2008_007097,14,person,0.5922383705390738
2008_007097,10,diningtable,0.5922383705390738
2008_007098,2,bird,0.3138685530121743
2008_007101,3,boat,0.7423039923224082
2008_007101,6,car,0.7423039923224082
2008_007101,5,bus,0.7423039923224082
2008_007101,14,person,0.7423039923224082
2008_007103,1,bicycle,0.42966211592155557
2008_007103,14,person,0.42966211592155557
2008_007103,6,car,0.42966211592155557
2008_007105,18,train,0.6316010604871081
2008_007105,14,person,0.6316010604871081
2008_007106,7,cat,0.621985394894859
2008_007108,15,pottedplant,0.4117707360198879
2008_007108,11,dog,0.4117707360198879
2008_007112,14,person,0.7016871670876427
2008_007114,19,tvmonitor,0.561604882955651
2008_007115,18,train,0.3114387160960308
2008_007118,11,dog,0.6932218331868524
2008_007119,14,person,0.28127688343263707
2008_007119,6,car,0.28127688343263707
2008_007120,2,bird,0.49321338396498154
2008_007123,9,cow,0.5420033477664676
2008_007124,2,bird,0.41082905224038774
2008_007129,17,sofa,0.7983535295496987
2008_007129,14,person,0.7983535295496987
2008_007130,7,cat,0.08046400837458241
2008_007131,11,dog,0.4957981963495727
2008_007133,14,person,0.2585014165029404
2008_007133,5,bus,0.2585014165029404
2008_007133,6,car,0.2585014165029404
2008_007134,4,bottle,0.5714744129975494
2008_007138,6,car,0.7352787856031897
2008_007138,14,person,0.7352787856031897
2008_007138,13,motorbike,0.7352787856031897
2008_007142,4,bottle,0.7724544579517871
2008_007143,3,boat,0.43856131358858236
2008_007145,0,aeroplane,0.5525160812955223
2008_007146,4,bottle,0.6865272765234347
2008_007146,11,dog,0.6865272765234347
2008_007146,14,person,0.6865272765234347
2008_007147,4,bottle,0.5524445742534567
2008_007147,14,person,0.5524445742534567
2008_007151,7,cat,0.6521497764905195
2008_007156,3,boat,0.6979459245952448
2008_007161,0,aeroplane,0.6052375269622982
2008_007163,6,car,0.3691384150274012
2008_007163,11,dog,0.3691384150274012
2008_007163,14,person,0.3691384150274012
2008_007164,7,cat,0.27785918790469416
2008_007165,7,cat,0.32265439793941253
2008_007166,8,chair,0.11296558553107228
2008_007166,17,sofa,0.11296558553107228
2008_007166,10,diningtable,0.11296558553107228
2008_007167,14,person,0.6734672376525853
2008_007167,6,car,0.6734672376525853
2008_007168,4,bottle,0.6531359485707798
2008_007168,14,person,0.6531359485707798
2008_007169,17,sofa,0.7776896906857232
2008_007169,4,bottle,0.7776896906857232
2008_007169,8,chair,0.7776896906857232
2008_007169,11,dog,0.7776896906857232
2008_007169,14,person,0.7776896906857232
2008_007171,14,person,0.6984473151244529
2008_007171,6,car,0.6984473151244529
2008_007176,7,cat,0.6870612586552929
2008_007179,1,bicycle,0.14798258948792592
2008_007179,3,boat,0.14798258948792592
2008_007179,6,car,0.14798258948792592
2008_007181,14,person,0.7306956425998911
2008_007181,6,car,0.7306956425998911
2008_007181,13,motorbike,0.7306956425998911
2008_007182,14,person,0.8161342947823564
2008_007182,17,sofa,0.8161342947823564
2008_007184,14,person,0.41549740773418525
2008_007184,13,motorbike,0.41549740773418525
2008_007185,18,train,0.7404583877249756
2008_007185,14,person,0.7404583877249756
2008_007187,7,cat,0.330914607961088
2008_007187,11,dog,0.330914607961088
2008_007188,2,bird,0.2668562611536598
2008_007189,18,train,0.27691096746220256
2008_007190,14,person,0.6930431383961407
2008_007190,13,motorbike,0.6930431383961407
2008_007194,8,chair,0.4077245153501453
2008_007195,6,car,0.6136225626362869
2008_007195,0,aeroplane,0.6136225626362869
2008_007195,14,person,0.6136225626362869
2008_007196,19,tvmonitor,0.4117214456301681
2008_007197,6,car,-0.02741217061148521
2008_007201,18,train,0.7586427489849774
2008_007205,2,bird,0.5869391323174444
2008_007207,14,person,0.5089190201791864
2008_007207,10,diningtable,0.5089190201791864
2008_007208,11,dog,0.6552708346840859
2008_007211,0,aeroplane,0.6826612749488704
2008_007214,6,car,0.525107369207915
2008_007216,7,cat,0.4444236906942131
2008_007217,19,tvmonitor,0.2943002685023955
2008_007218,14,person,0.4833255750284417
2008_007218,17,sofa,0.4833255750284417
2008_007219,4,bottle,0.5697185427120527
2008_007219,14,person,0.5697185427120527
2008_007221,6,car,0.6996139114629218
2008_007222,1,bicycle,0.7172174107431971
2008_007222,14,person,0.7172174107431971
2008_007223,8,chair,0.4929160124282217
2008_007223,15,pottedplant,0.4929160124282217
2008_007223,14,person,0.4929160124282217
2008_007223,10,diningtable,0.4929160124282217
2008_007225,14,person,0.055485083412214226
2008_007225,6,car,0.055485083412214226
2008_007226,15,pottedplant,0.6065991586705892
2008_007227,6,car,0.23263609812387986
2008_007229,0,aeroplane,0.7040030209859574
2008_007231,18,train,0.8689917326318952
2008_007236,11,dog,0.7638133690828884
2008_007237,12,horse,0.23609194555238794
2008_007237,14,person,0.23609194555238794
2008_007239,7,cat,0.6636290911280655
2008_007241,6,car,0.6303371640243989
2008_007241,13,motorbike,0.6303371640243989
2008_007242,4,bottle,0.3472917200489421
2008_007242,19,tvmonitor,0.3472917200489421
2008_007242,14,person,0.3472917200489421
2008_007245,16,sheep,0.2803237762991197
2008_007246,8,chair,0.4493884380617659
2008_007246,19,tvmonitor,0.4493884380617659
2008_007247,18,train,0.4454503575511799
2008_007247,14,person,0.4454503575511799
2008_007250,2,bird,0.3936582701266837
2008_007252,3,boat,0.0961155368034511
2008_007254,5,bus,0.4123409516204009
2008_007254,14,person,0.4123409516204009
2008_007256,7,cat,0.5831613051406647
2008_007260,7,cat,0.4279090082221332
2008_007261,15,pottedplant,0.23905701413845182
2008_007261,4,bottle,0.23905701413845182
2008_007261,8,chair,0.23905701413845182
2008_007261,14,person,0.23905701413845182
2008_007261,10,diningtable,0.23905701413845182
2008_007264,6,car,0.5502229491425155
2008_007264,13,motorbike,0.5502229491425155
2008_007265,1,bicycle,0.5163375004859984
2008_007266,2,bird,0.6018126594097742
2008_007269,7,cat,0.36393597569501396
2008_007273,9,cow,0.5749401552942527
2008_007274,11,dog,0.07290866475408973
2008_007277,12,horse,0.5608687245622033
2008_007277,14,person,0.5608687245622033
2008_007279,11,dog,0.6723319534810241
2008_007280,18,train,0.11504034205282875
2008_007280,14,person,0.11504034205282875
2008_007281,15,pottedplant,0.6488647535185966
2008_007281,17,sofa,0.6488647535185966
2008_007281,4,bottle,0.6488647535185966
2008_007281,8,chair,0.6488647535185966
2008_007281,19,tvmonitor,0.6488647535185966
2008_007281,14,person,0.6488647535185966
2008_007282,19,tvmonitor,0.4656577230899166
2008_007282,17,sofa,0.4656577230899166
2008_007285,14,person,0.7156412875759827
2008_007285,17,sofa,0.7156412875759827
2008_007286,4,bottle,0.003625668844479908
2008_007286,11,dog,0.003625668844479908
2008_007286,14,person,0.003625668844479908
2008_007287,8,chair,0.6474993115481498
2008_007287,10,diningtable,0.6474993115481498
2008_007289,7,cat,0.5883224058804929
2008_007291,8,chair,0.49336011429214416
2008_007291,14,person,0.49336011429214416
2008_007291,10,diningtable,0.49336011429214416
2008_007293,8,chair,0.3497474877332626
2008_007293,14,person,0.3497474877332626
2008_007295,11,dog,0.2563283762966896
2008_007295,6,car,0.2563283762966896
2008_007298,8,chair,-0.18858147902927935
2008_007305,3,boat,0.35879544746573794
2008_007305,8,chair,0.35879544746573794
2008_007307,8,chair,0.36610980080881955
2008_007307,10,diningtable,0.36610980080881955
2008_007311,11,dog,0.505415112879649
2008_007311,6,car,0.505415112879649
2008_007312,11,dog,0.6877264252625737
2008_007313,13,motorbike,0.3044977234265593
2008_007314,6,car,0.09807154999390488
2008_007317,2,bird,0.7133359631331556
2008_007319,12,horse,0.5571198443380577
2008_007319,2,bird,0.5571198443380577
2008_007320,11,dog,0.4951138686188078
2008_007321,11,dog,0.5379205702535415
2008_007321,6,car,0.5379205702535415
2008_007323,6,car,0.11169505244335201
2008_007324,7,cat,0.29757119565264295
2008_007324,19,tvmonitor,0.29757119565264295
2008_007325,14,person,0.5008367185455809
2008_007325,13,motorbike,0.5008367185455809
2008_007327,7,cat,0.5602304624513559
2008_007332,19,tvmonitor,0.08103778935314794
2008_007334,14,person,0.6304093730941104
2008_007334,16,sheep,0.6304093730941104
2008_007335,8,chair,0.25419124862766235
2008_007336,14,person,0.320015846967458
2008_007336,13,motorbike,0.320015846967458
2008_007339,8,chair,0.5803407491918134
2008_007339,14,person,0.5803407491918134
2008_007343,0,aeroplane,0.4375388034569073
2008_007344,11,dog,0.4633294725255409
2008_007344,13,motorbike,0.4633294725255409
2008_007346,3,boat,0.21884627377858443
2008_007346,6,car,0.21884627377858443
2008_007346,14,person,0.21884627377858443
2008_007348,14,person,0.43445738492324576
2008_007348,13,motorbike,0.43445738492324576
2008_007350,0,aeroplane,0.5846331694781803
2008_007352,14,person,0.6502695648496715
2008_007352,5,bus,0.6502695648496715
2008_007352,6,car,0.6502695648496715
2008_007353,7,cat,0.27900870124265
2008_007355,8,chair,0.39333860057785996
2008_007355,10,diningtable,0.39333860057785996
2008_007356,5,bus,0.6344756078032557
2008_007356,14,person,0.6344756078032557
2008_007356,13,motorbike,0.6344756078032557
2008_007357,0,aeroplane,0.32689515595211865
2008_007358,11,dog,0.731520037977207
2008_007361,4,bottle,0.3963874037099682
2008_007361,8,chair,0.3963874037099682
